session,avg_DU.key1.key1,std_DU.key1.key1,med_DU.key1.key1,skew_DU.key1.key1,kurt_DU.key1.key1,q25_DU.key1.key1,q75_DU.key1.key1,iqr_DU.key1.key1,avg_DD.key1.key2,std_DD.key1.key2,med_DD.key1.key2,skew_DD.key1.key2,kurt_DD.key1.key2,q25_DD.key1.key2,q75_DD.key1.key2,iqr_DD.key1.key2,avg_UD.key1.key2,std_UD.key1.key2,med_UD.key1.key2,skew_UD.key1.key2,kurt_UD.key1.key2,q25_UD.key1.key2,q75_UD.key1.key2,iqr_UD.key1.key2,avg_UU.key1.key2,std_UU.key1.key2,med_UU.key1.key2,skew_UU.key1.key2,kurt_UU.key1.key2,q25_UU.key1.key2,q75_UU.key1.key2,iqr_UU.key1.key2,rhythm_mean,rhythm_std,rhythm_max,pause_ratio,avg_pause,std_pause
p006_s2,0.08410371460095624,0.06710435723569402,0.08,27.317763600553885,1054.0135206578957,0.063,0.104,0.040999999999999995,0.15060500183891137,0.11803269968494072,0.128,5.674179974408848,103.91028843663611,0.08,0.192,0.112,0.06650128723795513,0.10826403394720933,0.056,1.1543348975554164,2.3840299709348702,-0.016,0.12,0.136,0.147867598381758,0.10373306184118543,0.136,1.3071939732036573,2.6984930504671576,0.064,0.2,0.136,2.428256070640212e-05,0.1731687837528112,2.768,0.006939371804236669,0.916578947368421,0.25657624290072656
p007_s1,0.09299485148514851,0.02611032899876001,0.089,2.4594008368173346,13.105166272936813,0.078,0.102,0.023999999999999994,0.24315722772277226,0.1555027548456673,0.195,2.5267467863607878,7.15499319867325,0.157,0.256,0.099,0.15016237623762374,0.1606974544035444,0.104,2.348595058680674,6.611471864056634,0.067,0.166,0.099,0.24267247524752478,0.16065724185731522,0.195,2.3576407357636646,6.43535237554072,0.155,0.262,0.10700000000000001,-1.5055467511885601e-05,0.20505027545144833,1.2269999999999999,0.010967489228358794,1.3540714285714284,0.6186173309214689
p007_s2,0.09405347196435203,0.027135904883423972,0.09,2.6655283977118454,13.772202486835361,0.079,0.103,0.023999999999999994,0.2315922762718158,0.15041874502884078,0.185,2.578908813869379,7.749808744648533,0.148,0.244,0.096,0.1375388043074638,0.15537763634315205,0.095,2.3530710481367976,7.046199881616735,0.057,0.156,0.099,0.23125213516524323,0.15406732171788728,0.185,2.410757819684565,7.180148645781811,0.149,0.254,0.10500000000000001,8.91530460624102e-06,0.196846531915234,0.99,0.009926470588235294,1.284037037037037,0.7756875600931028
p008_s1,0.09127814297452752,0.025565909611573588,0.09,8.343172774517752,106.52569476525632,0.08,0.101,0.021000000000000005,0.14289194741166802,0.07063183150159151,0.132,1.5322868071929943,8.17079254131932,0.096,0.174,0.07799999999999999,0.051613804437140504,0.07069228913893014,0.045,1.1823665173713076,6.285332210998293,0.005,0.086,0.08099999999999999,0.14225102711585869,0.06905954590214476,0.136,1.642925626262093,5.4064023089755135,0.095,0.174,0.07899999999999999,0.00014837648993012759,0.10278815807393915,0.862,0.009764035801464606,0.7060833333333334,0.6667538439377737
p008_s2,0.09505994754589733,0.07658122684040072,0.09,29.377301469746055,996.793547338694,0.08,0.101,0.021000000000000005,0.14471974522292994,0.10157531091619053,0.133,12.262561938197546,299.3996127949184,0.095,0.172,0.07699999999999999,0.049659797677032595,0.07440049668141265,0.044,0.9782889132356606,4.58933217351546,-0.005,0.084,0.08900000000000001,0.14215511427500935,0.07239697343098732,0.136,1.4766796192979361,4.1209069838765515,0.09,0.176,0.086,2.923538230884593e-05,0.14180011286617736,2.815,0.009279881217520415,0.691,0.4385201439690846
p009_s1,0.09929294073235183,0.03870005788339425,0.088,1.5759487843446838,3.854085655889845,0.068,0.113,0.045,0.27696564741411855,0.19710742517912777,0.215,2.4672143970203515,6.875701189380857,0.162,0.29,0.12799999999999997,0.17767270668176668,0.20275365132213885,0.123,2.2164968053974974,5.838108364236719,0.06,0.202,0.14200000000000002,0.27665232163080405,0.20424785902310844,0.216,2.1367086323456257,5.2760660004710545,0.154,0.312,0.158,-3.0211480362528147e-06,0.2758614042256108,1.236,0.011198208286674132,1.7963333333333331,0.6213247434165239
p009_s2,0.09146618181818181,0.03407860621834649,0.085,1.827749084261481,4.837480772676308,0.065,0.107,0.041999999999999996,0.26796290909090914,0.19234518234080886,0.207,2.464377174108689,6.810602075581912,0.155,0.285,0.12999999999999998,0.17649672727272728,0.19699490853646257,0.124,2.3162023694869043,6.318318351974668,0.061,0.19975,0.13875,0.2677265454545455,0.19676923850696676,0.211,2.293921672217737,6.130280584131416,0.152,0.292,0.13999999999999999,-5.820298290288331e-06,0.2665120516330382,1.202,0.008294266137756943,1.618869565217391,0.4147191058522543
p010_s1,0.08840768905787916,0.04253713097569076,0.081,7.871414501313672,107.60290748561147,0.07,0.099,0.028999999999999998,0.379710604140262,0.2601260173336941,0.287,1.2488463229256195,1.4021082358461232,0.192,0.52,0.328,0.2913029150823827,0.26075076667067243,0.193,1.2754955272420374,1.4263956847327393,0.102,0.4275,0.3255,0.37715335868187577,0.26289863153896526,0.287,1.2679884879085044,1.3195211950233272,0.184,0.512,0.328,7.269653423499642e-05,0.3831817167094097,1.632,0.0158004158004158,1.3307894736842103,1.0207051393560354
p010_s2,0.08681050955414012,0.037814739708621564,0.079,5.750826675135499,56.937037488656784,0.071,0.095,0.024000000000000007,0.3718781847133758,0.2616803268136348,0.288,1.270800472198362,1.439598764505262,0.184,0.504,0.32,0.2850676751592357,0.2642877660549479,0.201,1.3163350818917867,1.5763904191303117,0.095,0.409,0.31399999999999995,0.369781847133758,0.26695919233304255,0.281,1.342327181390273,1.5127614593424603,0.175,0.496,0.321,-0.00020350457984866363,0.3846194015308051,1.4800000000000002,0.01219032638615808,1.1015161290322582,1.0948382489655033
p011_s1,0.10665670604586518,0.037680106407662166,0.099,9.14080623866166,200.52225383223322,0.086,0.115,0.029000000000000012,0.24722168172341905,0.20529352413506147,0.181,2.7301661085928015,8.524311097191674,0.146,0.239,0.093,0.14056497567755388,0.2013415493878983,0.084,2.630482398688405,8.071675257559223,0.043,0.134,0.09100000000000001,0.2462213342599027,0.2023050610786568,0.187,2.629185793822853,7.9667330486705055,0.143,0.249,0.10600000000000001,-6.847410497045566e-05,0.26804643318059956,1.482,0.011675824175824176,1.412676470588235,1.0450399650350695
p011_s2,0.11101670644391406,0.057804897117061195,0.104,25.656162833423867,928.1583423876083,0.091,0.121,0.03,0.2511077395158541,0.20830240575880843,0.19,3.1631869027389197,14.474638078068235,0.149,0.246,0.097,0.14009103307193999,0.20029784563740555,0.088,2.7379741745698345,8.927961702982811,0.042,0.14,0.098,0.249946130242073,0.199490491036127,0.195,2.7403024410493857,8.897435268464598,0.147,0.258,0.11100000000000002,-3.581173260572908e-05,0.288123008609104,2.5679999999999996,0.013122476446837146,1.4776923076923076,0.8398456046655918
p012_s1,0.12119326128417038,0.037059480793723024,0.122,9.849921834889564,280.1873852515136,0.105,0.138,0.033000000000000015,0.18397520661157024,0.1431478326478341,0.137,2.185560842216505,6.403835756816937,0.09825,0.21075,0.11249999999999999,0.06278194532739988,0.1418639813244816,0.012,1.9439832184135664,4.58751894977113,-0.028,0.102,0.13,0.18363858868404323,0.13949168467645645,0.142,2.084868468408072,5.3404162200750545,0.096,0.22,0.124,1.2718600953889698e-06,0.20185686029772876,1.267,0.011002829298962591,1.042857142857143,0.4868979324649628
p012_s2,0.1156183648566199,0.029076562450958677,0.118,3.471317037264663,81.04072734163846,0.1,0.133,0.033,0.18543075045759613,0.14444236230474025,0.1375,2.017864544503457,4.415998249510317,0.096,0.21275,0.11674999999999999,0.0698123856009762,0.144220821654721,0.018,1.948086845277522,4.173853652883104,-0.025,0.108,0.133,0.18510585723001832,0.1408536558616697,0.141,1.9901768973494272,4.375909432418459,0.095,0.218,0.123,4.699420201403704e-05,0.20013805485663702,0.904,0.009667673716012085,0.9696562499999999,0.6122816982600359
p013_s1,0.10386025408348457,0.03871038727130048,0.099,1.9457456846332193,23.61396043743785,0.075,0.128,0.053000000000000005,0.18109981851179674,0.12862238312589064,0.145,3.040066871653515,11.93639276083161,0.113,0.197,0.084,0.07723956442831216,0.13498072442543954,0.05,2.5064990821589723,8.356256953256842,-0.015,0.11,0.125,0.18020254083484571,0.13366640625270548,0.156,2.4342432228596897,8.05283435776782,0.098,0.212,0.11399999999999999,-2.1786492374722043e-06,0.1720003673162045,1.1360000000000001,0.012190749372534958,1.117323529411765,0.818102709732717
p013_s2,0.1045612280096585,0.03791435621300547,0.103,1.3587582020969535,12.741473932221373,0.076,0.128,0.052000000000000005,0.22123835805450157,0.14185819539509686,0.178,2.2623050969055556,5.929110238722092,0.137,0.2485,0.11149999999999999,0.11667713004484305,0.1482243945030965,0.088,1.983922907465342,4.881908414683759,0.021,0.1535,0.1325,0.2206850638151087,0.14604567401089538,0.189,2.012973174824091,5.081776485898306,0.134,0.255,0.121,4.727398205659005e-05,0.19158746813036784,0.872,0.010242403550699898,1.0293333333333332,0.5419357598609746
p014_s1,0.0792122210025613,0.03569859450178735,0.073,6.94725088600727,101.86432411863147,0.062,0.087,0.024999999999999994,0.35392462495426275,0.3376380564745731,0.194,1.6673125871913874,2.0994992908260457,0.138,0.469,0.33099999999999996,0.27471240395170143,0.3432243465269467,0.112,1.6590111096647124,2.054377175983957,0.057,0.388,0.331,0.35197804610318334,0.3419025869374829,0.194,1.6789392880173462,2.0945225815939246,0.134,0.457,0.323,8.052708638359918e-06,0.498490269697885,1.87,0.014780100937274693,1.8602926829268291,0.9934845807535826
p014_s2,0.07852584731256419,0.03064954861059974,0.073,3.896885760295887,32.57795191382069,0.063,0.086,0.022999999999999993,0.3457391304347826,0.3295622428300019,0.192,1.7227490509773717,2.416162250613346,0.136,0.447,0.311,0.2672132831222184,0.3355041162562087,0.112,1.7029747536030073,2.3158338841693222,0.056,0.37,0.314,0.3441749400890106,0.33416197131961584,0.19,1.720871076183821,2.3640886238998045,0.134,0.441,0.307,-1.7465753424657152e-05,0.4816581626567244,1.832,0.01117129316181449,1.5836363636363635,1.1827755444869341
p015_s1,0.13028164347249835,0.04860135441640972,0.126,3.2956174561511786,37.737437774871864,0.1,0.152,0.05199999999999999,0.2502007952286282,0.1980308581543352,0.184,2.045033368153197,5.450415669315811,0.128,0.306,0.178,0.11991915175612988,0.19434339528933653,0.075,1.9581379749828516,5.262439965562974,-0.012,0.17,0.18200000000000002,0.24871636845593106,0.19223483299780314,0.194,2.0766462489686495,5.337195235035907,0.127,0.302,0.175,2.6516407026847416e-05,0.26814420716563886,1.4949999999999999,0.011140235910878113,1.5396470588235294,0.6953290863500683
p015_s2,0.13163068747924278,0.050548460934518355,0.128,3.7527898193595,44.07702252109129,0.102,0.152,0.05,0.25057157090667553,0.2041158032864397,0.181,2.064085660359254,5.489602885303729,0.129,0.3025,0.1735,0.11894088342743274,0.19983922255458814,0.071,1.953953832049116,4.9340678505101465,-0.012,0.167,0.17900000000000002,0.24889870474925274,0.19554198080898366,0.191,2.0478727959246723,5.015706236345423,0.123,0.3045,0.1815,0.00010066445182724199,0.2842412844870841,1.5379999999999998,0.007253544345532476,1.556181818181818,0.9318633987550932
p016_s1,0.11077436893203885,0.04892516142761573,0.105,6.137529748351713,78.38752959371402,0.085,0.127,0.041999999999999996,0.2942287378640776,0.24625313385095574,0.193,1.6821430400141009,2.8019697150452174,0.126,0.38,0.254,0.18345436893203884,0.24336523065265744,0.092,1.6077352093998023,2.4302692352809103,0.016,0.2715,0.2555,0.2927188349514563,0.2401449856859372,0.191,1.627509651015271,2.4108242321990083,0.13,0.386,0.256,-6.410256410256531e-05,0.3731342399238194,1.9180000000000001,0.012653374233128834,1.5780303030303031,0.9766137121723361
p016_s2,0.10630093457943926,0.04970405405780062,0.1,9.536036691587299,195.72845926790978,0.082,0.119,0.03699999999999999,0.2809028037383177,0.23337906810892745,0.19,1.785594941537422,3.4186552450497345,0.123,0.364,0.241,0.17460186915887851,0.23072350972632044,0.09,1.7186480237631734,2.890245166328766,0.019,0.249,0.23,0.27882766355140187,0.22976736675061793,0.191,1.7126453628941645,2.8102889364294565,0.122,0.3645,0.2425,-2.243829468960942e-06,0.35481723043092483,2.17,0.0074211502782931356,1.6366999999999998,0.7203377935677853
p017_s1,0.1067128050819124,0.0336184975370962,0.104,2.201737330113279,20.44856407935955,0.087,0.128,0.04100000000000001,0.15186191909060515,0.12187669085671808,0.119,2.9552649599558167,12.145939938092448,0.088,0.168,0.08000000000000002,0.045149114008692745,0.12786330293623735,0.001,2.725704702335903,10.841475903547991,-0.032,0.08,0.112,0.15144032096288867,0.12304281763140823,0.12,2.95600274127103,12.315130831745057,0.08,0.176,0.09599999999999999,6.655518394648809e-05,0.1615459156443684,1.022,0.004658901830282862,1.3892142857142855,0.3382568843057297
p017_s2,0.0761937770775896,0.04297145732706842,0.071,5.762384227494113,40.3708992605663,0.056,0.08,0.024,0.22609728239464358,0.16931277001075687,0.168,2.126617253403435,4.616577342459482,0.128,0.247,0.119,0.14990350531705396,0.17008544913485557,0.096,2.103509868166338,4.650403969597066,0.056,0.169,0.11300000000000002,0.22475896022055927,0.17497865788237896,0.168,2.0700453404917933,4.237344370988734,0.124,0.247,0.123,-1.536643026004645e-05,0.2282129589006911,0.919,0.015128006206361521,1.2837948717948715,0.511676047776077
p018_s1,0.06707579944729569,0.024715382993920412,0.064,8.878784017002687,98.7699339608129,0.059,0.069,0.010000000000000009,0.3007883932096328,0.2948271881894225,0.2,2.985827454167952,9.773332403549416,0.148,0.301,0.153,0.23371259376233722,0.2958285431657047,0.133,2.9977767024916466,9.844254657357459,0.082,0.23,0.14800000000000002,0.299498223450454,0.295890454677684,0.199,2.9930319227331355,9.810108152562911,0.147,0.298,0.151,-8.214849921010962e-05,0.41759004520972376,2.229,0.016310679611650485,1.9574285714285717,1.3370432822747207
p018_s2,0.06843064107207535,0.024166713675981805,0.065,7.397981633822009,67.00628155524504,0.061,0.071,0.009999999999999995,0.3239989134371605,0.3230581892234236,0.204,2.611851715799734,7.192423661139184,0.146,0.336,0.19000000000000003,0.2555682723650851,0.32384916594306784,0.136,2.6258167892465623,7.262468539798219,0.08,0.263,0.183,0.3228406374501992,0.324533756825481,0.204,2.649919106130981,7.381454171849953,0.146,0.333,0.18700000000000003,-1.0869565217391957e-05,0.4726190777311849,1.886,0.012870933142652842,1.4362500000000002,1.2983291322751276
p019_s1,0.12622492401215804,0.03237459347707359,0.126,3.8926017039971925,50.47607288379782,0.111,0.143,0.03199999999999999,0.18560638297872342,0.11008273728157143,0.16,1.6055028053084712,3.949833611287418,0.112,0.224,0.112,0.059381458966565354,0.11272741454755619,0.04,1.4116813573418967,3.0286095392641528,-0.024,0.096,0.12,0.18507370820668695,0.108244466962014,0.16,1.5762706399269917,3.2651932269294353,0.112,0.22425,0.11225,-0.00014253135689851733,0.1491011196501738,0.816,0.010526315789473684,0.8134642857142855,0.35622864922560693
p019_s2,0.12428655400440854,0.07032799844391506,0.12,24.489221852089923,848.2147592971471,0.104,0.136,0.032000000000000015,0.18405767817781044,0.13354800553073273,0.152,4.9930848704532025,72.74474282026925,0.10425,0.216,0.11175,0.05977112417340191,0.1171926113693771,0.032,1.5466412223868018,3.5339297771630394,-0.024,0.096,0.12,0.18069764878765615,0.11273347422345074,0.152,1.7558682486119381,3.8283253626450664,0.104,0.217,0.113,1.1760382212421634e-05,0.18014477172876345,2.785,0.009100837277029487,0.6384799999999999,0.52782755391005
p020_s1,0.10653376906318084,0.04523456721335297,0.102,22.949567563077057,897.7024485145495,0.085,0.124,0.03899999999999999,0.18752360203340598,0.1571305663295426,0.135,2.6632543280152086,11.303735631193618,0.095,0.205,0.10999999999999999,0.08098983297022513,0.1568864792202828,0.035,2.1633760347193767,5.2839787781826875,-0.01,0.107,0.11699999999999999,0.18649382716049384,0.1555515060106202,0.141,2.1672771413147776,5.229173233121584,0.09,0.21475,0.12475,-2.3247366509262653e-05,0.21800021203894732,1.8860000000000001,0.011840688912809472,1.1116666666666668,0.6613102839565302
p020_s2,0.10232278936017256,0.0266412525797931,0.099,0.6850492349180333,1.2637602094945901,0.083,0.119,0.03599999999999999,0.17493386053199136,0.14211697654287708,0.129,2.4954218579051974,6.939740887171032,0.094,0.189,0.095,0.07261107117181884,0.14550818898669696,0.034,2.3431040521966158,6.438440277732694,-0.01,0.091,0.10099999999999999,0.17491732566498921,0.1437063277015332,0.1365,2.3619533546517775,6.574280738710655,0.091,0.195,0.10400000000000001,2.229413879899325e-05,0.19388060455692757,0.845,0.008906305664410403,0.99564,0.6166906896221692
p021_s1,0.11582561403508772,0.03257258738854444,0.114,0.881471044566379,2.6645646892028445,0.092,0.135,0.04300000000000001,0.19905087719298245,0.11580337483008668,0.169,1.8773645177148626,4.444616591636235,0.123,0.233,0.11000000000000001,0.08322526315789473,0.1153060236113929,0.056,1.7382560215546747,3.792548839511187,0.005,0.124,0.119,0.19895649122807016,0.11333628056783793,0.171,1.8430900282989373,4.208432197817174,0.124,0.23375,0.10975000000000001,3.685503685503666e-05,0.1675818425915576,0.696,0.010760152724748352,0.830483870967742,0.554084582650684
p021_s2,0.10389234369775993,0.02903906990532684,0.1,1.2256464364730808,8.8640705654434,0.083,0.123,0.039999999999999994,0.19586058174523568,0.11614915482269915,0.164,1.8447951776021618,4.194759820099217,0.119,0.228,0.10900000000000001,0.09196823804747575,0.11346896909897138,0.065,1.7615404671441206,3.897471102547578,0.017,0.127,0.11,0.19596255432965565,0.11073769206867067,0.169,1.8474010890290293,4.231578720140506,0.124,0.225,0.101,-5.150501672240813e-05,0.17109159672812418,0.707,0.011239669421487603,0.7276764705882353,0.38003139587912
p022_s1,0.11438203546646106,0.03779431614190227,0.113,2.4290106864437897,19.473783641485845,0.09,0.134,0.04400000000000001,0.17125636083269083,0.11292267214499632,0.145,2.043445853776745,5.919843123631335,0.1,0.199,0.099,0.056874325366229765,0.11319442241911135,0.029,1.682460988296483,4.68223430125384,-0.02,0.101,0.12100000000000001,0.17053469545104086,0.11422437201265072,0.151,1.7735306572324774,4.400552536669139,0.092,0.211,0.119,-6.748939452371749e-05,0.16116191730736953,1.027,0.01105604269919939,0.8094827586206896,0.41792280735370724
p022_s2,0.10871710999281094,0.041217751987744314,0.106,7.904364334931221,150.09960269981866,0.086,0.127,0.04100000000000001,0.16650467289719625,0.1150114510587593,0.14,2.0257057566078016,6.320453911305476,0.093,0.197,0.10400000000000001,0.05778756290438533,0.11342904661499732,0.029,1.5915232418109428,3.7494891914727404,-0.022,0.103,0.125,0.16595147375988498,0.116817178602872,0.1465,1.870170538173264,5.774099659704799,0.085,0.208,0.12299999999999998,-3.3081625314634915e-05,0.16536022043234855,0.9249999999999999,0.008906305664410403,0.6432000000000001,0.4450810787560696
p023_s1,0.09154574898785425,0.09234704024630558,0.079,14.082990899231241,258.9688738044915,0.06625,0.095,0.028749999999999998,0.3479437246963563,0.31418913640079993,0.24,3.454145536368093,16.877259274087173,0.19125,0.361,0.16974999999999998,0.25639797570850204,0.3031872564365756,0.161,3.1327375550737195,12.400351172179164,0.104,0.275,0.17100000000000004,0.3434842105263158,0.31288750088846784,0.245,3.227139039405733,13.127187570815664,0.189,0.357,0.16799999999999998,3.1591737545564495e-05,0.42426221742646314,2.255,0.009623095429029671,2.6984583333333334,1.173595774390257
p023_s2,0.09144148936170213,0.1077327285527904,0.076,16.47542524592009,342.7258383067617,0.064,0.096,0.032,0.3471409574468085,0.3118756149556206,0.235,3.1943171374859562,13.121510912190821,0.19,0.367,0.177,0.25569946808510635,0.29890359253260307,0.157,2.988584544895006,11.030862764049669,0.103,0.279,0.17600000000000005,0.3408225683890577,0.3008292024048583,0.24,3.0007457438528355,10.966822683609687,0.189,0.3655,0.1765,-0.0003177499049790953,0.44191621473328624,2.7859999999999996,0.011269722013523666,2.7095666666666665,1.2222766683623592
p024_s1,0.11094307116104868,0.06628283327960352,0.104,27.76936976782018,1105.2423874295307,0.088,0.124,0.036000000000000004,0.1851250936329588,0.13262438895745965,0.152,5.424194490834102,78.95911055321106,0.113,0.212,0.09899999999999999,0.07418202247191011,0.12579807781094404,0.05,2.005211579064132,6.1502533630371214,0.003,0.11,0.107,0.18338277153558055,0.1226285289305649,0.159,2.037674641500491,5.916990357590764,0.109,0.222,0.113,1.8358935931059934e-05,0.1762528265337922,2.8200000000000003,0.010378057820607857,1.3587142857142855,0.8121274693390358
p024_s2,0.11296367763904654,0.04080619881733095,0.107,8.201377650525602,181.51869958299204,0.091,0.126,0.035,0.18940976163450624,0.1228299816803807,0.158,2.552723222227359,10.99149376014503,0.115,0.223,0.108,0.0764460839954597,0.12427564937968985,0.053,1.9244328615790036,6.040867081216199,0.003,0.117,0.114,0.18865115399167615,0.12171096799010467,0.165,1.9443763013100401,5.711015676916391,0.111,0.231,0.12000000000000001,5.791067373202133e-05,0.16986521813320385,1.3800000000000001,0.0086271567891973,1.1943043478260869,0.44493609702381154
p025_s1,0.07710193599367839,0.07146240567554553,0.067,10.190537710202907,121.88304230126579,0.06,0.077,0.017,0.27710549190043465,0.23805498472855807,0.19,1.8412604848721705,3.468312553872714,0.1295,0.31,0.1805,0.20000355590675623,0.2292212133842512,0.119,1.7932374786128538,3.142067867868718,0.056,0.2305,0.17450000000000002,0.2713386013433426,0.22832231373323572,0.189,1.8574840310617642,3.1630965577729597,0.125,0.3045,0.1795,0.00010909090909090968,0.33587570511268644,1.394,0.011328125,1.8829310344827588,0.9877187617012996
